family,N_common,mean_eop,mean_avg,median_eop,median_avg,correlation
roa,44383,0.01744737023478311,0.02587298918625391,0.02970231992519805,0.031178033040990313,0.6446835931384332
roe,44383,0.023625051790126007,0.026188823620168417,0.05789599825297806,0.06003815869685156,0.0035484611848149395
