date,open,close,high,low,amount
2021-06-29,309.15,300.45,309.23,299.63,349799.11
2021-06-30,299.1,300.11,302.1,298.16,284444.13
2021-07-01,299.85,307.13,307.69,297.08,446417.83
2021-07-02,304.84,299.1,305.29,297.45,403184.36
2021-07-05,296.03,288.23,296.36,282.9,780811.02
2021-07-06,286.2,289.76,292.54,283.01,410636.62
2021-07-07,291.04,296.44,302.29,289.76,559597.61
2021-07-08,294.98,294.98,297.94,290.7,359770.37
2021-07-09,293.29,291.98,297.15,290.14,290798.3
2021-07-12,293.63,297.6,300.6,290.93,404955.49
2021-07-13,297.9,305.48,307.46,297.15,474532.41
2021-07-14,304.16,302.48,305.48,300.83,334055.15
2021-07-15,302.48,299.36,303.79,297.26,319702.43
2021-07-16,299.85,293.85,299.85,290.48,456910.25
2021-07-19,294.19,295.5,296.1,289.73,305611.68
2021-07-20,293.7,293.51,295.8,291.26,230947.8
2021-07-21,293.93,287.44,294.68,286.76,515186.57
2021-07-22,287.44,288.6,294.56,283.65,428837.59
2021-07-23,288.6,283.58,290.78,281.89,424513.36
2021-07-26,278.4,275.03,280.24,271.99,570128.81
2021-07-27,274.99,262.73,276.15,262.73,618698.75
2021-07-28,262.73,269.78,271.73,261.64,477829.07
2021-07-29,274.35,269.85,274.35,267.34,392712.65
2021-07-30,269.06,270.64,272.78,264.83,419778.74
2021-08-02,270.6,280.28,282.45,267.15,544452.6
2021-08-03,278.1,298.43,303.45,276.9,899927.68
2021-08-04,296.48,294.94,301.28,293.96,426362.29
2021-08-05,292.91,294.6,301.01,291.56,453382.68
2021-08-06,294.98,296.29,298.91,287.66,344817.66
2021-08-09,293.48,304.24,308.1,292.61,513619.21
2021-08-10,302.85,305.66,305.66,298.09,323715.45
2021-08-11,303.75,302.21,308.29,301.99,285607.14
2021-08-12,300.6,298.43,304.24,297.23,305392.65
2021-08-13,298.43,301.01,302.4,294.23,303013.04
2021-08-16,301.01,313.69,315.41,300.41,663055.82
2021-08-17,313.65,307.73,315.6,306.64,414103.11
2021-08-18,307.69,311.85,313.73,305.1,326173.17
2021-08-19,313.58,302.25,314.78,301.99,328662.21
2021-08-20,298.69,302.48,304.31,294.19,301298.22
2021-08-23,301.35,297.26,304.54,295.46,242164.01
2021-08-24,295.73,296.85,299.29,288.15,387440.22
2021-08-25,295.35,291.79,297.6,291.23,253518.79
2021-08-26,291.75,287.21,293.66,285.64,305609.14
2021-08-27,287.21,286.73,291.15,285.15,245560.8
2021-08-30,287.29,279.9,287.89,277.39,453444.2
2021-08-31,279.6,279.98,287.06,277.2,319641.02
2021-09-01,281.89,291.79,294.41,276.9,541204.72
2021-09-02,293.4,291.94,293.4,286.91,427612.83
2021-09-03,291.11,295.13,295.46,288.23,286807.84
2021-09-06,295.43,302.93,307.13,295.39,396106.16
2021-09-07,305.1,306.3,309.71,301.76,389370.22
