date,close,symbol,name
2020-12-18,6674.11,sz000651,格力电器
2020-12-21,6612.43,sz000651,格力电器
2020-12-22,6558.11,sz000651,格力电器
2020-12-23,6561.79,sz000651,格力电器
2020-12-24,6553.51,sz000651,格力电器
2020-12-25,6475.26,sz000651,格力电器
2020-12-28,6603.22,sz000651,格力电器
2020-12-29,6628.08,sz000651,格力电器
2020-12-30,6664.9,sz000651,格力电器
2020-12-31,6726.58,sz000651,格力电器
2021-01-04,6814.95,sz000651,格力电器
2021-01-05,7032.21,sz000651,格力电器
2021-01-06,6922.66,sz000651,格力电器
2021-01-07,6980.66,sz000651,格力电器
2021-01-08,6980.66,sz000651,格力电器
2021-01-11,6773.53,sz000651,格力电器
2021-01-12,6884.92,sz000651,格力电器
2021-01-13,7000.91,sz000651,格力电器
2021-01-14,6835.21,sz000651,格力电器
2021-01-15,6860.98,sz000651,格力电器
2021-01-18,6894.12,sz000651,格力电器
2021-01-19,6816.8,sz000651,格力电器
2021-01-20,6640.04,sz000651,格力电器
2021-01-21,6673.18,sz000651,格力电器
2021-01-22,6569.16,sz000651,格力电器
2021-01-25,6549.83,sz000651,格力电器
2021-01-26,6455.93,sz000651,格力电器
2021-01-27,6493.67,sz000651,格力电器
2021-01-28,6298.51,sz000651,格力电器
2021-01-29,6207.37,sz000651,格力电器
2021-02-01,6219.34,sz000651,格力电器
2021-02-02,6513.92,sz000651,格力电器
2021-02-03,6439.36,sz000651,格力电器
2021-02-04,6418.18,sz000651,格力电器
2021-02-05,6450.4,sz000651,格力电器
2021-02-08,6441.2,sz000651,格力电器
2021-02-09,6458.69,sz000651,格力电器
2021-02-10,6593.09,sz000651,格力电器
2021-02-18,6591.25,sz000651,格力电器
2021-02-19,6642.81,sz000651,格力电器
2021-02-22,6408.06,sz000651,格力电器
2021-02-23,6276.41,sz000651,格力电器
2021-02-24,6297.59,sz000651,格力电器
2021-02-25,6534.18,sz000651,格力电器
2021-02-26,6455.93,sz000651,格力电器
2021-03-01,6587.57,sz000651,格力电器
2021-03-02,6608.74,sz000651,格力电器
2021-03-03,6566.4,sz000651,格力电器
2021-03-04,6442.12,sz000651,格力电器
2021-03-05,6375.84,sz000651,格力电器
2021-03-08,6236.83,sz000651,格力电器
