date,open,close,high,low,amount
2019-12-12,107.47,107.06,107.55,106.7,549902.35
2019-12-13,108.68,110.3,111.03,108.36,2556897.61
2019-12-16,110.71,111.6,112.29,109.62,1803460.85
2019-12-17,111.6,113.83,116.58,111.28,2741829.59
2019-12-18,113.71,113.54,115.49,113.34,1715991.93
2019-12-19,113.75,113.34,113.87,112.45,1061764.76
2019-12-20,113.58,112.65,114.76,112.65,1388117.71
2019-12-23,112.69,110.51,113.38,110.51,1415741.36
2019-12-24,110.34,111.03,111.07,110.1,814923.75
2019-12-25,110.87,110.83,111.72,110.34,774069.61
2019-12-26,111.32,113.34,113.42,110.99,1182014.92
2019-12-27,113.14,111.64,114.68,111.6,1702761.68
2019-12-30,111.52,121.08,121.08,111.32,6152020.89
2019-12-31,120.79,119.62,121.32,118.4,3369729.94
2020-01-02,121.4,120.39,122.01,119.46,3577365.9
2020-01-03,119.78,119.94,120.96,118.81,1837992.12
2020-01-06,118.65,119.7,121.85,118.4,2304034.83
2020-01-07,120.02,121.24,121.44,118.81,2003054.4
2020-01-08,120.15,118.16,120.35,117.8,2066120.75
2020-01-09,119.74,120.19,120.67,119.25,1635603.11
2020-01-10,122.29,120.63,122.82,119.25,1969461.6
2020-01-13,120.23,122.33,122.37,118.53,1895103.21
2020-01-14,122.37,120.67,123.02,120.47,1759240.79
2020-01-15,120.02,119.7,120.79,119.21,1140791.8
2020-01-16,119.86,118.85,119.86,118.65,1038355.64
2020-01-17,119.5,119.86,121.44,119.34,1297342.39
2020-01-20,119.78,121.48,121.56,119.21,1408182.61
2020-01-21,120.31,119.09,121.04,118.85,1691808.91
2020-01-22,118.32,119.21,120.15,116.06,2036271.31
2020-01-23,117.15,113.95,117.84,112.82,2452483.79
2020-02-03,104.27,104.27,104.27,104.27,753370.0
2020-02-04,101.39,105.16,106.01,101.31,3485571.68
2020-02-05,105.28,106.54,109.01,104.31,2427650.69
2020-02-06,106.66,108.81,109.45,105.53,2478401.65
2020-02-07,108.2,108.44,108.81,107.06,1836396.32
2020-02-10,107.06,108.97,109.58,107.06,1580403.44
2020-02-11,109.62,109.05,110.83,108.85,1763408.84
2020-02-12,108.32,109.9,110.63,108.28,1701737.4
2020-02-13,109.58,108.48,110.34,108.28,1493055.82
2020-02-14,108.28,110.22,111.32,108.16,2027589.87
2020-02-17,113.34,115.08,115.53,111.92,3209865.98
2020-02-18,115.08,114.27,115.37,113.22,1916034.98
2020-02-19,113.79,114.35,116.22,113.67,2083406.25
2020-02-20,114.64,120.11,120.59,114.64,3898596.29
2020-02-21,119.58,119.13,122.41,118.36,3535268.81
2020-02-24,118.36,118.57,119.74,117.59,2442126.28
2020-02-25,116.42,119.25,119.42,114.48,3280997.72
2020-02-26,117.19,117.23,120.39,116.5,2881556.33
2020-02-27,117.76,117.47,119.58,117.07,2063951.92
2020-02-28,114.31,111.92,115.2,111.44,2914357.21
2020-03-02,113.54,116.3,117.55,112.82,2543747.28
2020-03-03,118.4,117.31,120.23,116.1,2593144.22
2020-03-04,117.03,119.74,119.94,116.18,2760750.55
2020-03-05,120.87,122.41,123.79,118.69,4454361.12
2020-03-06,121.16,118.85,121.89,118.81,2630400.87
2020-03-09,115.53,115.61,117.47,114.76,2734638.58
2020-03-10,115.81,118.65,119.17,115.0,2644568.97
2020-03-11,118.32,115.73,118.36,115.57,1790690.4
2020-03-12,114.35,114.27,115.73,113.79,1696419.05
2020-03-13,109.58,114.11,115.08,108.93,2273578.05
2020-03-16,113.91,108.97,113.95,108.89,2057913.52
2020-03-17,110.39,110.02,111.44,107.19,1727481.39
2020-03-18,110.43,107.19,111.11,107.06,1521894.44
2020-03-19,107.47,107.71,108.81,103.86,2007876.41
2020-03-20,108.48,108.93,109.13,107.06,1213209.09
2020-03-23,105.44,105.81,107.67,105.24,1105082.12
2020-03-24,107.71,107.51,108.04,105.85,1188218.71
2020-03-25,109.53,109.33,109.98,108.85,1293511.98
2020-03-26,108.28,108.2,109.33,108.16,697849.43
2020-03-27,109.17,108.56,110.3,108.36,905747.17
2020-03-30,107.47,107.35,107.75,106.46,804115.49
2020-03-31,108.36,106.9,108.6,106.86,638331.54
2020-04-01,106.62,106.66,108.08,106.46,666732.71
2020-04-02,106.34,108.0,108.0,106.25,775171.66
2020-04-03,107.35,106.78,107.79,106.54,581837.3
2020-04-07,108.48,108.6,108.89,107.87,1241184.13
2020-04-08,108.08,108.48,108.77,107.87,757619.95
2020-04-09,109.41,108.89,110.22,108.89,1146929.52
2020-04-10,109.21,108.24,109.78,108.08,858502.39
2020-04-13,107.87,107.35,108.2,107.06,584928.2
2020-04-14,107.83,111.15,113.58,107.43,1956854.49
2020-04-15,109.9,110.39,112.53,109.62,1518855.72
2020-04-16,109.86,113.02,114.35,109.7,2278962.26
2020-04-17,113.1,111.84,113.63,111.68,1504200.23
2020-04-20,112.25,112.29,112.49,111.4,803576.17
2020-04-21,111.64,110.99,111.72,110.14,907942.41
2020-04-22,110.3,111.07,111.28,109.9,582120.17
2020-04-23,111.03,109.98,111.28,109.98,623666.18
2020-04-24,109.78,109.09,110.47,108.48,723366.46
2020-04-27,109.29,109.62,110.51,109.13,615236.68
2020-04-28,110.55,111.48,112.13,109.37,1343710.0
2020-04-29,110.55,111.88,112.33,110.43,799916.59
2020-04-30,112.73,113.14,113.87,112.41,1339570.89
2020-05-06,111.03,112.82,113.06,110.75,1118486.8
2020-05-07,112.82,111.96,113.34,111.92,846295.75
2020-05-08,112.94,113.63,114.48,112.09,1527749.07
2020-05-11,113.79,112.61,114.27,112.29,958305.92
2020-05-12,113.18,112.86,113.46,112.17,650970.5
2020-05-13,112.41,113.3,113.63,112.25,640344.62
2020-05-14,112.73,112.09,112.9,112.01,654370.58
2020-05-15,112.57,112.09,112.73,111.92,548575.57
2020-05-18,111.92,110.63,112.05,110.51,889195.55
2020-05-19,111.6,111.15,111.84,110.91,565102.02
2020-05-20,110.91,110.67,111.36,110.34,666619.97
2020-05-21,110.87,110.39,111.44,110.3,548373.11
2020-05-22,110.43,107.47,110.43,107.47,981939.78
2020-05-25,107.47,107.1,107.91,106.58,589972.36
2020-05-26,107.63,108.16,108.2,107.51,546873.3
2020-05-27,108.24,107.43,108.24,107.1,455597.46
2020-05-28,107.51,108.2,109.29,107.15,699514.64
2020-05-29,107.55,107.35,108.0,107.27,465582.97
2020-06-01,109.53,110.87,111.64,108.81,1618560.74
2020-06-02,110.51,110.39,110.99,109.9,828477.97
2020-06-03,110.87,109.9,111.6,109.74,807511.08
2020-06-04,110.59,109.33,110.59,109.17,592799.59
2020-06-05,109.45,109.66,109.86,108.64,748216.43
2020-06-08,110.22,110.18,110.87,109.7,839778.31
2020-06-09,109.9,111.48,112.25,109.86,1131304.86
2020-06-10,111.11,110.55,111.28,110.26,581493.8
2020-06-11,110.47,109.45,111.24,109.41,850796.47
2020-06-12,108.08,108.72,109.49,107.87,842159.26
2020-06-15,108.72,108.64,110.59,108.56,1004579.05
2020-06-16,109.58,109.74,110.3,109.29,638051.49
2020-06-17,109.62,109.37,109.82,108.72,600807.22
